time_s,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
0.959779620,-1.127679348,1.256087065,1.208757281
0.969777620,-1.107972980,1.075973392,1.354220510
0.979775620,-1.019313216,0.997635722,1.370491147
0.989773620,-0.894783616,0.959943473,1.186711788
0.999770620,-0.673109770,0.922812522,0.856268048
1.009768620,-0.437354267,0.649026275,0.279000223
1.019766620,-0.060051866,0.486527830,-0.633213103
1.029763620,0.189359829,0.568487406,-1.196625710
1.039761620,0.184313595,0.514832199,-1.462095261
1.049759620,0.081291594,0.376845568,-1.499102473
1.059757620,-0.008215047,0.047596421,-1.393024087
1.069754620,-0.019270893,-0.383548051,-1.261334062
1.079752620,0.014967282,-0.920257449,-1.156908751
1.089750620,0.047550257,-1.418556452,-1.084545255
1.099747620,0.032840189,-1.773096561,-1.039274454
1.109745620,-0.015367289,-1.959581137,-1.020226002
1.119743620,-0.064861707,-2.033556223,-1.047297835
1.129741620,-0.101121180,-2.076151609,-1.139732957
1.139738620,-0.101657160,-2.098683834,-1.277343154
1.149736620,-0.065798491,-2.043428183,-1.408396244
1.159734620,-0.038683049,-1.973807693,-1.518473268
1.169731620,-0.037620183,-1.907578111,-1.570550799
1.179729620,-0.070049182,-1.884232640,-1.557870269
1.189727620,-0.155575797,-1.973680496,-1.505967855
1.199725620,-0.319157720,-2.161322594,-1.449405670
1.209722620,-0.552470088,-2.392271042,-1.392840385
1.219720620,-0.743605077,-2.615105629,-1.368716598
1.229718620,-0.893405497,-2.876482487,-1.370036483
1.239715620,-0.965246677,-3.097461462,-1.381695628
1.249713620,-1.023041964,-3.284897804,-1.369553685
1.259711620,-1.061460257,-3.393927574,-1.346065879
1.269708620,-1.092827201,-3.370996714,-1.312695861
1.279706620,-1.111865759,-3.317478180,-1.287219882
1.289704620,-1.046538949,-3.176568508,-1.276336789
1.299702620,-0.942958891,-3.059776306,-1.243484139
1.309699620,-0.739926159,-2.917180300,-1.199616551
1.319697620,-0.562080383,-2.786983728,-1.141562819
1.329695620,-0.404632211,-2.616330147,-1.030488968
1.339692620,-0.287907898,-2.532891989,-0.908179760
1.349690620,-0.299499839,-2.523599386,-0.820981503
1.359688620,-0.417647243,-2.522679806,-0.760690391
1.369686620,-0.572503686,-2.524428368,-0.731932521
1.379683620,-0.704849184,-2.509552240,-0.705191255
1.389681620,-0.759512425,-2.451470852,-0.676196098
1.399679620,-0.792094409,-2.320385695,-0.630462289
1.409676620,-0.834477246,-2.134621382,-0.588204086
1.419674620,-0.912373841,-1.961653352,-0.576746047
1.429672620,-1.062803745,-1.722797632,-0.557835221
1.439670620,-1.209839582,-1.514808774,-0.541628122
1.449667620,-1.338797331,-1.328902841,-0.519796848
1.459665620,-1.311364174,-1.118754864,-0.472849339
1.469663620,-1.153207541,-1.029404163,-0.437010646
1.479660620,-0.935289562,-0.861122012,-0.400689185
1.489658620,-0.669599295,-0.683338165,-0.355884701
1.499656620,-0.358571053,-0.548543751,-0.339500338
1.509654620,-0.098229721,-0.479282379,-0.346438408
1.519651620,0.097306184,-0.452709198,-0.343964785
1.529649620,0.262989432,-0.453780860,-0.321218997
1.539647620,0.405109406,-0.481302470,-0.274154484
1.549644620,0.511664867,-0.497207403,-0.215595827
1.559642620,0.507576525,-0.243497550,-0.142146900
1.569640620,0.477887332,0.122528374,-0.171946332
1.579638620,0.623754024,0.189365014,-0.295892924
1.589635620,0.740567744,0.275225073,-0.436958700
1.599633620,0.740933955,0.274089485,-0.572148562
1.609631620,0.660938442,0.228897527,-0.584471285
1.619628620,0.590983212,0.036003008,-0.432827622
1.629626620,0.599362850,-0.052005410,-0.209354609
1.639624620,0.580568433,-0.087613530,-0.051921196
1.649621620,0.538434267,-0.116110683,-0.031519786
1.659619620,0.485431999,-0.137406111,-0.103825740
1.669617620,0.430349320,-0.130879223,-0.175875440
1.679615620,0.355738789,-0.050492678,-0.206373289
1.689612620,0.191371933,0.061193105,-0.250925034
1.699610620,0.002203664,0.289178491,-0.345751286
1.709608620,-0.167136371,0.398917794,-0.496859312
1.719605620,-0.398532122,0.609376609,-0.606272697
1.729603620,-0.563484311,0.744516313,-0.689574242
1.739601620,-0.648503661,0.736560166,-0.725697219
1.749599620,-0.643271625,0.661799908,-0.677666843
1.759596620,-0.529174864,0.474981278,-0.563688755
1.769595120,-0.239974454,0.120243438,-0.336126417
1.779593120,0.133691683,-0.195138559,-0.060423210
1.789590120,0.519907296,-0.524156153,0.152915433
1.799588120,0.691615641,-0.553674460,0.200015023
1.809586120,0.632556081,-0.400675088,0.056751862
1.819584120,0.501706898,-0.220280617,-0.105566211
1.829581120,0.446158916,-0.096074782,-0.191897646
1.839579120,0.438906670,-0.084086575,-0.223232597
1.849577120,0.464057326,-0.145098537,-0.239167363
1.859574120,0.520970166,-0.098731287,-0.275531828
1.869572120,0.672766626,-0.135994494,-0.367694765
1.879570120,0.914719999,0.068812594,-0.344816059
1.889568120,1.412706852,0.485590637,0.065274253
1.899565120,1.664452791,0.591738880,0.568500817
1.909563120,1.666396856,0.610154927,0.970971823
1.919561120,1.597282410,0.731832087,1.122542381
1.929558120,1.464405656,0.720212460,1.036907077
1.939556120,1.311939597,0.710470617,0.704932928
1.949554120,1.127283812,0.652231515,0.325883865
1.959551120,0.890736997,0.511142969,-0.104580782
1.969549120,0.639657915,0.364352465,-0.506302893
1.979547120,0.378889859,0.165127143,-0.814989150
1.989545120,0.127076000,0.007118064,-0.943038464
1.999542120,-0.102168888,0.023369592,-0.924785197
2.009540120,-0.292051762,0.204200089,-0.801962852
2.019538120,-0.447529256,0.383268416,-0.577270806
2.029535120,-0.584249556,0.546809435,-0.276574373
2.039533120,-0.711311281,0.714043915,0.056564249
2.049531120,-0.819490194,0.901696086,0.358578950
2.059529120,-0.914929390,1.033436894,0.594722092
2.069526120,-1.008582592,1.160164237,0.788087547
2.079524120,-1.183954954,1.584734201,1.083964705
2.089522120,-1.211756706,1.539916873,1.214850545
2.099519120,-1.198215842,1.484413981,1.182599306
2.109517120,-1.139368773,1.554121494,0.962768555
2.119515120,-1.018281817,1.357069254,0.688419819
2.129512120,-0.830493391,1.176681876,0.365505636
2.139510120,-0.564177394,0.974518001,0.079223476
2.149508120,-0.300011992,0.824236631,-0.068943091
2.159506120,-0.044065401,0.702801645,-0.160362318
2.169503120,0.234424815,0.533362329,-0.198815689
2.179501120,0.388043851,0.406820774,-0.187106445
2.189499120,0.494744748,0.303099155,-0.147719622
2.199496120,0.592883050,0.191846669,-0.072123170
2.209494120,0.691808283,0.137045994,0.027907293
2.219492120,0.800408483,0.093720056,0.123387158
2.229490120,0.914663374,0.020019205,0.189952344
2.239487120,1.032289147,-0.054934993,0.205299005
2.249485120,1.139420629,-0.181181878,0.158790082
2.259483120,1.223013759,-0.303221583,0.067217872
2.269480120,1.290176868,-0.464567065,-0.053248886
2.279478120,1.349615812,-0.577791393,-0.170422792
2.289476120,1.400847554,-0.656945825,-0.235570908
2.299474120,1.427531242,-0.719117045,-0.259056628
2.309471120,1.415719390,-0.737154126,-0.249957413
2.319469120,1.348273039,-0.705686212,-0.202424407
2.329467120,1.222392321,-0.651146293,-0.114403732
2.339464120,1.029610038,-0.548556984,-0.010293456
2.349462120,0.766187489,-0.407603860,0.065627940
2.359460120,0.439511359,-0.309126139,0.106134109
2.369457120,0.155095890,-0.243135691,0.112159513
2.379455120,0.013045926,-0.187602162,0.102066420
2.389453120,0.004925947,-0.165964514,0.079691872
2.399451120,0.053607591,-0.158174723,0.039814819
2.409448120,0.087888867,-0.166515485,-0.003871941
2.419446120,0.072006181,-0.204696462,-0.037936755
2.429444120,0.032694194,-0.250352353,-0.054888576
2.439441120,0.006500167,-0.265921772,-0.043215711
2.449439120,0.008511387,-0.251561463,-0.004797481
2.459437120,0.027430143,-0.240230113,0.045908224
2.469435120,0.045672793,-0.226903394,0.087472178
2.479432120,0.040649742,-0.208873332,0.123315223
2.489430120,0.019688001,-0.202084929,0.165544957
2.499428120,-0.003186688,-0.208412066,0.212478921
2.509425120,-0.020473532,-0.214626282,0.244255215
2.519423120,-0.027656484,-0.218957037,0.246638492
2.529421120,-0.022028958,-0.253967494,0.249760792
2.539419120,-0.004112530,-0.285993218,0.260485590
2.549416120,0.018688923,-0.307169884,0.268984795
2.559414120,0.044791702,-0.353436351,0.272300571
2.569412120,0.064817607,-0.418150365,0.270458192
2.579409120,0.086984292,-0.485691458,0.264573365
2.589407120,0.109978557,-0.544679165,0.245846555
2.599405120,0.125005454,-0.572823882,0.208326086
2.609402120,0.119243175,-0.570014000,0.154499084
2.619400120,0.082052559,-0.551031113,0.114236303
2.629398120,0.034684241,-0.509909511,0.088332802
2.639396120,-0.004133835,-0.437647194,0.076913357
2.649393120,-0.020949567,-0.362171352,0.090574041
2.659391120,-0.028451335,-0.293975800,0.117125824
2.669389120,-0.034925479,-0.230752349,0.150795639
2.679386120,-0.044490151,-0.183777273,0.194850042
2.689384120,-0.068002135,-0.152459040,0.225852698
2.699382120,-0.099138930,-0.112361468,0.222400829
2.709379120,-0.123218976,-0.069499224,0.188676417
2.719377120,-0.134355053,-0.040364459,0.152241051
2.729375120,-0.119266652,-0.033362743,0.134755015
2.739373120,-0.086068042,-0.047635142,0.119593576
2.749370120,-0.044890516,-0.068730041,0.080271199
2.759368120,-0.011540074,-0.082987256,0.017794361
2.769366120,0.016350681,-0.101483174,-0.039824728
2.779362660,0.039807152,-0.108331524,-0.078596145
2.789360660,0.060116153,-0.098794214,-0.096205227
2.799358660,0.066392660,-0.079658300,-0.097491764
2.809356660,0.060469791,-0.065546475,-0.090848245
2.819353660,0.042508520,-0.056774247,-0.083522454
2.829351660,0.010708779,-0.042457093,-0.070062041
2.839349670,-0.031035362,-0.015939821,-0.054150641
2.849346660,-0.068978481,0.018975288,-0.037461411
2.859344660,-0.086499736,0.054972045,-0.019538768
2.869342660,-0.074984491,0.092413425,-0.000623665
2.879340660,-0.053295542,0.123681232,0.009274991
2.889337660,-0.030985706,0.124613598,0.001285775
2.899335660,-0.014717529,0.118609697,-0.029565642
2.909333670,0.002028694,0.095554709,-0.060578950
2.919330660,0.034542579,0.072100289,-0.076361403
2.929328660,0.072636440,0.059221245,-0.077757165
2.939326660,0.112007797,0.045950331,-0.058593042
2.949323660,0.139510006,0.021737667,-0.040562108
2.959321660,0.155871943,-0.018563181,-0.032171324
2.969319660,0.164970100,-0.041453585,-0.041942462
2.979317660,0.169398055,-0.049529150,-0.047729336
2.989314660,0.169653714,-0.044194311,-0.042716201
2.999312660,0.168111697,-0.037950423,-0.038105860
3.009310660,0.161917180,-0.020764777,-0.035485044
3.019307660,0.147643819,0.016215030,-0.030064149
3.029305660,0.128473058,0.073179252,-0.018576073
3.039303660,0.103179865,0.131198928,-0.007556020
3.049301660,0.083564617,0.177627414,0.000055294
3.059298660,0.073137738,0.231753394,0.002695423
3.069296660,0.069750734,0.290596724,0.004176673
3.079294660,0.067200854,0.353720158,0.006411644
3.089291660,0.059452124,0.425931752,-0.000689408
3.099289660,0.051493857,0.520709693,-0.008685669
3.109287660,0.045193616,0.663580835,-0.006803080
3.119284670,0.034728736,0.834285498,0.010499459
3.129282660,0.016608588,1.011942029,0.035835706
3.139280660,0.001827201,1.146183372,0.054769553
3.149278660,-0.016966993,1.290047288,0.052250471
3.159275660,-0.030065162,1.499652386,0.022729741
3.169273660,-0.035833836,1.806368470,-0.043016780
3.179271660,-0.019275147,2.226137877,-0.139448971
3.189268670,-0.001449013,2.691278219,-0.207854122
3.199266660,-0.035880819,3.185516119,-0.233973712
3.209264660,-0.130031824,3.671766043,-0.213733152
3.219261660,-0.263557762,4.123577118,-0.160675615
3.229259660,-0.383641571,4.438632965,-0.086813629
3.239257660,-0.483826250,4.643884659,0.005398137
3.249255660,-0.562809765,4.772250652,0.075361781
3.259252670,-0.598082960,4.789242744,0.122563459
3.269250660,-0.595012367,4.686120033,0.116708502
3.279248660,-0.565141559,4.609578133,0.015629919
3.289245660,-0.486450762,4.585657597,-0.120558277
3.299243660,-0.376631021,4.616429806,-0.194645062
3.309241660,-0.327799559,4.726060390,-0.159888685
3.319239660,-0.375129521,4.990209103,-0.008258204
3.329236660,-0.498826981,5.240628242,0.222498849
3.339234660,-0.639283538,5.436151505,0.464402348
3.349232660,-0.717762113,5.632973194,0.682476878
3.359229660,-0.722881734,5.723174095,0.823691964
3.369227660,-0.641563654,5.758870602,0.987213016
3.379225660,-0.575147212,5.697290897,1.160073519
3.389222660,-0.448591113,5.583962440,1.248128533
3.399220660,-0.232563898,5.708329201,1.240548491
3.409218670,0.004426814,5.964880943,1.136960268
3.419216660,0.253275812,6.165446281,1.045459867
3.429213660,0.487794846,6.294289112,1.024558544
3.439211660,0.698504269,6.463472366,1.050316930
3.449209660,0.884640336,6.694555759,1.106961846
3.459206660,1.083617449,6.906394958,1.183760643
3.469204660,0.946025848,6.333552361,1.050780535
3.479202670,0.205891728,5.068161488,0.532087743
3.489199660,-0.290462643,4.452669621,0.316993028
3.499197660,-0.323584914,4.538153172,0.579518378
3.509195660,-0.192432240,4.629281044,0.997587025
3.519193660,-0.140915513,4.320716858,1.234554887
3.529190660,-0.134687975,3.749860048,1.152645111
3.539188660,-0.041518562,3.323688745,0.909772396
3.549186670,0.162811413,3.016684532,0.635803938
3.559183660,0.389585555,2.571242809,0.456219286
3.569181660,0.535691082,2.113436222,0.356756866
3.579179660,0.549419045,1.600156426,0.295891911
3.589177660,0.486698419,1.184776783,0.273302466
3.599174660,0.370002359,0.781760693,0.228807762
3.609172660,0.292800248,0.469274968,0.086345159
3.619170660,0.237918824,0.188971847,-0.098140135
3.629167660,0.131837398,-0.065202370,-0.254374474
3.639165660,-0.038457818,-0.304374933,-0.417780101
3.649163660,-0.211632252,-0.616082251,-0.571095586
3.659160660,-0.279946417,-1.027366996,-0.671204448
3.669158660,-0.264142960,-1.554151177,-0.752294779
3.679156660,-0.228609472,-2.267595291,-0.860223949
3.689154660,-0.181918129,-3.144237280,-0.971835434
3.699151660,-0.102888510,-4.165254593,-1.037247777
3.709149660,0.012243668,-5.120238781,-1.081454158
3.719147660,0.076854974,-5.978406429,-1.151443839
3.729144660,0.054994147,-6.836309433,-1.256643176
3.739142660,-0.013336926,-7.768225670,-1.352004170
3.749140660,-0.107949451,-8.829144478,-1.413959622
3.759137670,-0.225720242,-9.832044601,-1.496004820
3.769135660,-0.347685576,-10.564419750,-1.565755129
3.779134040,-0.409934968,-10.873600010,-1.499730110
3.789132040,-0.391786873,-10.838556290,-1.288930297
3.799129040,-0.317009568,-10.679946900,-0.971407831
3.809127040,-0.150585964,-10.395911220,-0.679549635
3.819125040,0.161154747,-9.949243546,-0.534158349
3.829122040,0.643791676,-9.688918114,-0.487458199
3.839120040,1.181274891,-9.483196259,-0.511243403
3.849118040,1.532387972,-9.229846954,-0.605340600
3.859115040,1.590108871,-9.054536819,-0.708400548
3.869113040,1.450431347,-8.927868843,-0.735579193
3.879111040,1.297337532,-8.530849457,-0.761104643
3.889109040,1.317554116,-7.734230995,-0.822102785
3.899106040,1.471684813,-6.566404819,-0.843380749
3.909104040,1.599061489,-5.433940411,-0.723047972
3.919102040,1.592685938,-4.381792068,-0.515947521
3.929099040,1.427112341,-3.305104256,-0.285834432
3.939097040,1.089869380,-2.457452536,-0.105225965
3.949095040,0.733759224,-1.938638091,-0.021399245
3.959092040,0.504394531,-1.507884026,-0.040366679
3.969090040,0.356036693,-1.279760599,-0.114615612
3.979088040,0.270716697,-1.134010553,-0.218005478
3.989086040,0.220931560,-0.874775827,-0.278317034
3.999083040,0.156950355,-0.622053325,-0.266352892
4.009081040,0.083329663,-0.493083358,-0.200796753
4.019079040,0.022054829,-0.398337901,-0.141539529
4.029076040,-0.019580498,-0.209062263,-0.107696608
4.039074040,-0.027805487,-0.011268172,-0.063568674
4.049072040,0.024032677,0.157047078,-0.015050139
4.059069040,0.101310134,0.337843835,0.023470953
4.069067040,0.147617981,0.500236213,0.067737751
4.079065040,0.154853419,0.606198967,0.099190675
4.089063040,0.122796409,0.595121265,0.110263035
4.099060040,0.057796352,0.449522108,0.075680353
4.109058040,-0.016517559,0.230177507,-0.002384887
4.119056040,-0.069827430,0.036147445,-0.100860491
4.129053040,-0.052508362,-0.081532843,-0.171079799
4.139051040,0.046290327,-0.051933121,-0.162365809
4.149049040,0.142239764,0.086610109,-0.094448276
4.159046040,0.184976026,0.268220544,0.004662609
4.169044040,0.183166400,0.509235501,0.099496447
4.179042040,0.126640782,0.710637927,0.147834450
4.189040040,0.021736745,0.779089928,0.134100795
4.199037040,-0.078879580,0.714753509,0.081644744
4.209035040,-0.129116133,0.546376228,0.006412572
4.219033040,-0.138944611,0.337546587,-0.062073685
4.229030040,-0.102683805,0.108474530,-0.099813871
4.239028040,-0.020450052,-0.061294924,-0.113474786
4.249026040,0.078410216,-0.152228296,-0.104305789
4.259023040,0.150683060,-0.157345444,-0.072968036
4.269021040,0.166378140,-0.100385755,-0.033082411
4.279019040,0.154108942,0.000428181,-0.004421549
4.289017040,0.124106049,0.108646266,0.013303386
4.299014040,0.075280376,0.184666842,0.030461254
4.309012040,0.020815266,0.270306647,0.043913681
4.319010040,-0.028579967,0.317631126,0.052073855
4.329007040,-0.068204612,0.296318650,0.050757453
4.339005040,-0.093234755,0.213223890,0.045872726
4.349003040,-0.101768322,0.085684568,0.036578562
4.359000040,-0.096823357,-0.052320324,0.011969072
4.368998040,-0.058270901,-0.163519546,-0.028444130
4.378996040,0.002022696,-0.190927580,-0.053887751
4.388994040,0.044598654,-0.163362533,-0.055806026
4.398991040,0.070545949,-0.134785801,-0.049840782
4.408989040,0.088013619,-0.085311711,-0.053522337
4.418987040,0.082809567,-0.037157752,-0.052458756
4.428984040,0.067434877,0.044689711,-0.037757572
4.438982040,0.043040406,0.123284675,-0.016988773
4.448980040,0.022244578,0.149812952,-0.006070077
4.458977040,0.019901922,0.142881617,-0.001610339
4.468975040,0.028497541,0.102930471,-0.007850657
4.478973040,0.039483715,0.030961312,-0.025733739
4.488971040,0.046273444,-0.056144293,-0.040913757
4.498968040,0.040134609,-0.122554578,-0.045877691
4.508966040,0.047649253,-0.130307838,-0.045244124
4.518964040,0.066950180,-0.089393720,-0.041041754
4.528961040,0.072989963,-0.042405974,-0.027863635
4.538959040,0.063303299,0.002304683,-0.003724626
4.548957040,0.037080489,0.027609507,0.012624521
4.558954040,0.015430806,0.025925726,0.012187066
4.568952040,0.005094811,0.006210611,0.002854284
4.578950040,0.006294070,-0.018770291,-0.011688493
4.588948040,0.019682048,-0.027186679,-0.024854096
4.598945040,0.027039468,-0.035341606,-0.024194792
4.608943040,0.010493514,-0.035964787,-0.018207205
4.618941040,-0.012059490,-0.023258010,-0.012179106
4.628938040,-0.038868733,-0.022288619,-0.005979266
4.638936040,-0.053693842,-0.004559418,-0.002033589
4.648934040,-0.060727518,0.019255901,-0.003170759
4.658931040,-0.061275210,0.034092065,-0.000922225
4.668929040,-0.073122822,0.019091010,-0.000548051
4.678927040,-0.079335988,-0.016060483,-0.011439514
4.688925040,-0.068275347,-0.047194432,-0.035527274
4.698922040,-0.057760410,-0.077082135,-0.058041085
4.708920040,-0.049079567,-0.093012102,-0.059356954
4.718918040,-0.037438802,-0.093647011,-0.045382489
4.728915040,-0.036025994,-0.071526796,-0.025027415
4.738913040,-0.036200501,-0.031812236,-0.009826487
4.748911040,-0.027380113,0.012224731,0.004071753
4.758908040,-0.013818078,0.044112928,0.012166671
4.768906040,-0.001930792,0.061340917,0.009769825
4.778904910,0.014478689,0.067151919,0.007739106
4.788902910,0.030521039,0.067524493,0.003238364
4.798899910,0.042068459,0.056475967,0.007252649
4.808897910,0.031513289,0.058414750,0.007613241
4.818895910,0.011912415,0.081212692,0.007048434
4.828892910,-0.003655626,0.116627410,0.005902475
4.838890920,-0.020401213,0.139919251,0.010445872
4.848888910,-0.036190830,0.148409948,0.020701174
4.858885910,-0.042767741,0.131204605,0.030081276
4.868883910,-0.032000579,0.123360001,0.039133627
4.878881910,-0.021584436,0.123246968,0.048549518
4.888878910,-0.021838501,0.122885317,0.053712588
4.898876910,-0.030020852,0.122331999,0.050109744
4.908874920,-0.030890908,0.110094234,0.042200424
4.918872910,-0.020862285,0.106218949,0.032250956
4.928869910,-0.016092032,0.106773682,0.026050849
4.938867910,-0.013004576,0.097659983,0.024896219
4.948865910,-0.020792458,0.075782381,0.027702926
4.958862910,-0.033244789,0.038513459,0.028782116
4.968860910,-0.033979021,-0.004977826,0.011456389
4.978858920,-0.019341987,-0.045577109,-0.006260608
4.988855910,0.004639780,-0.063971825,-0.023121348
4.998853910,0.026927290,-0.064733826,-0.022557095
5.008851910,0.025773343,-0.047996927,-0.014284782
5.018849910,0.012918344,-0.011370593,-0.009916320
5.028846910,-0.006220730,0.028017292,-0.007715218
5.038844910,-0.016597992,0.052157369,-0.007381807
5.048842910,-0.023467882,0.052765634,-0.002699438
5.058839910,-0.016208798,0.036955684,0.000750764
5.068837910,0.004340420,0.013873535,0.004344966
5.078835910,0.031023581,-0.004170405,0.004181687
5.088832910,0.056839999,-0.012821684,0.001998961
5.098830910,0.068696059,-0.017884132,0.000699160
5.108828910,0.069275565,-0.021951845,-0.005209862
5.118826910,0.059866205,-0.018560549,-0.006545113
5.128823910,0.049892932,-0.013505604,-0.001918935
5.138821910,0.042115238,0.004352520,0.002502807
5.148819910,0.026300322,0.020313377,0.005903930
5.158816910,0.010228403,0.029377127,0.006337010
5.168814910,0.009251289,0.040830318,0.003021375
5.178812910,0.025311925,0.056348033,-0.007898447
5.188809920,0.038663149,0.065454714,-0.015630670
5.198807910,0.049015395,0.058261026,-0.013557180
5.208805910,0.049364008,0.037930988,-0.014875445
5.218802910,0.044654775,0.010714896,-0.013682402
5.228800910,0.040347110,-0.015629359,-0.012828059
5.238798910,0.036827341,-0.026865961,-0.006328340
5.248796910,0.024920346,-0.029117396,0.001834248
5.258793920,-0.006775500,-0.019540388,0.010562674
5.268791910,-0.036571745,-0.011349038,0.009387688
5.278789910,-0.051194299,0.001791049,0.012228127
5.288786910,-0.047952168,0.020643033,0.011537036
5.298784910,-0.037178345,0.027507644,0.006494026
5.308782910,-0.025101440,0.029401151,-0.003593762
5.318779910,-0.026441956,0.006653523,-0.006709070
5.328777920,-0.025053384,-0.016186014,-0.009529891
5.338775910,-0.018728754,-0.029034941,-0.005833265
5.348772910,-0.009485986,-0.026671918,-0.000039025
5.358770910,0.001460973,-0.020287711,0.010084397
5.368768910,0.008841125,-0.018729763,0.018701056
5.378766910,0.018863341,-0.014937934,0.015684079
5.388763910,0.028855255,-0.019773168,0.006699639
5.398761910,0.036022689,-0.022013059,-0.005325469
5.408759920,0.038601428,-0.023809360,-0.014533615
5.418756910,0.037243195,-0.026627745,-0.014405482
5.428754910,0.029244922,-0.020012988,-0.009083155
5.438752910,0.014874946,-0.008105191,-0.004353442
5.448749910,0.002808430,0.003546671,-0.001144333
